Site,Adult.Seedling,Elevation.code,Species,Individual.code,Lat.DD,Long.DD,Collection.date,Collection.day,Elevation,Soil.temp.1,Soil.temp.2,Soil.temp.3,Soil.temp.mean,Soil.temp.SD,Soil.mois.1,Soil.mois.2,Soil.mois.3,Soil.mois.mean,Soil.mois.SD,No.leaves,No.cot,Height.cm,Height.mm,Width.mm,Stem.volume.mm3,Stem.volume.cm3,Stem.thick.per.height,L.time,L.temp,L.light,QPSII,D.time,D.temp,D.light,D.FvFm,Canopy.open.per,LAI.4.ring,SPAD.1,SPAD.2,SPAD.3,SPAD.mean,SPAD.SD,Leaf.thick.1.mm,Leaf.thick.2.mm,Leaf.thick.3.mm,Leaf.thick.mean.mm,Leaf.thick.SD,Leaf.mass.fresh.g,Leaf.mass.FAA.g,Leaf.mass.dry.g,Leaf.area,Comp.Y.N.,Comp.seed.same.sp,Comp.seed.diff.sp,Comp.seed.total,Comp.adult.total,Comp.adult.metric,Comp.adult.log.metric,Height.leaf.ratio
TU7,Seedling,Middle,SP,129,-13.07419444,-71.55938889,30/07/2015,8,2031,15.5,15.6,15.4,15.5,0.1,17.6,15.3,22.5,18.46666667,3.677408508,9,4,17,170,3.012,1211.29169,1.21129169,0.177176471,09:50:00,18.4,8,0.791866029,11:33:00,21,0,0.849089332,7.13,3.65,37.1,37,37.9,37.33333333,0.493288286,0.211,0.208,0.219,0.212666667,0.005686241,0.073,0.173,NA,13.934,Y,0,35,35,2,7.882951392,0.896688849,0.529411765
TU7,Seedling,Middle,SP,124,-13.07422222,-71.55969444,30/07/2015,8,2031,16.1,16.4,16.2,16.23333333,0.152753,14.7,20.2,19.1,18,2.910326442,9,0,17,170,3.262,1420.714183,1.420714183,0.191882353,12:02:00,22.3,19,0.778787879,15:24:00,19.5,0,0.854243542,7.31,2.78,30.4,32.3,34.3,32.33333333,1.950213664,0.227,0.229,0.225,0.227,0.002,0.216,0.237,NA,23.384,N,NA,NA,NA,NA,NA,NA,0.529411765
TU7,Seedling,Top,MS,165,-13.07427778,-71.55972222,31/07/2015,9,2031,16.8,16.5,15.9,16.4,0.458258,16.3,15.9,15.3,15.83333333,0.503322296,12,0,29,290,1.132,291.8641363,0.291864136,0.039034483,10:06:00,17.7,13,0.731485492,11:12:00,18.2,0,0.735563521,6.19,3.21,29.7,28.9,27.2,28.6,1.276714533,0.197,0.2,0.27,0.222333333,0.041307788,0.065,NA,0.022,6.408,N,NA,NA,NA,NA,NA,NA,0.413793103
TU7,Seedling,Top,MS,166,-13.07427778,-71.55972222,31/07/2015,9,2031,16.2,16.2,15.8,16.06666667,0.23094,11.5,6.5,13.6,10.53333333,3.647373484,9,0,27,270,1.235,323.4354067,0.323435407,0.045740741,10:08:00,18.4,6,0.729553437,11:14:00,18.8,0,0.730753396,6.19,3.21,26.5,27.2,26.6,26.76666667,0.37859389,0.184,0.195,0.189,0.189333333,0.005507571,0.084,NA,0.026,9.121,Y,1,24,25,8,33.67863108,1.527354431,0.333333333
TU7,Seedling,Top,MS,168,-13.07427778,-71.55975,31/07/2015,9,2031,16.3,16.1,16.2,16.2,0.1,16.5,13,15.4,14.96666667,1.789785834,11,2,15,150,1.329,208.0803656,0.208080366,0.0886,10:04:00,17.6,11,0.733501471,11:09:00,18.1,0,0.749172185,6.33,3.29,31.7,28.2,30.1,30,1.752141547,0.336,0.196,0.195,0.242333333,0.081119254,NA,0.081,NA,3.162,N,NA,NA,NA,NA,NA,NA,0.733333333
TU7,Seedling,Top,MS,169,-13.07433333,-71.55980556,31/07/2015,9,2032,15.9,16.3,16.5,16.23333333,0.305505,13,14.6,19,15.53333333,3.106981386,12,0,16,160,0.891,99.7620287,0.099762029,0.0556875,10:11:00,17.8,2,0.734871572,11:22:00,18,0,0.741614907,7.51,2.79,23.3,22.5,22.5,22.76666667,0.461880215,0.212,0.208,0.283,0.234333333,0.042193996,0.043,NA,0.014,1.661,Y,11,23,34,6,24.30223301,1.385646181,0.75
TU7,Seedling,Top,MS,170,-13.07433333,-71.55980556,31/07/2015,9,2033,15.9,16.7,16.5,16.36666667,0.416333,15.7,23,22.3,20.33333333,4.027819923,9,2,11,110,0.726,45.53609746,0.045536097,0.066,10:11:00,18.1,1,0.729316547,11:25:00,18,0,0.7219812,6.26,3.14,20,20.2,20.6,20.26666667,0.305505046,0.226,0.244,0.229,0.233,0.009643651,NA,0.025,NA,1.894,N,NA,NA,NA,NA,NA,NA,0.818181818
TU7,Seedling,Top,MS,174,-13.07430556,-71.55969444,31/07/2015,9,2035,15.8,15.9,15.9,15.86666667,0.057735,41,51.2,26.6,39.6,12.35961164,12,0,17,170,1.622,351.2695485,0.351269549,0.095411765,11:36:00,17.2,15,0.731667349,13:00:00,16.9,0,0.778825996,7.48,3.45,36.3,33.2,34.8,34.76666667,1.550268794,0.206,0.201,0.199,0.202,0.003605551,0.05,0.06,0.014,12.459,Y,2,30,32,1,2.586206897,0.412663265,0.705882353
TU7,Seedling,Top,MS,171,-13.07419444,-71.5595,31/07/2015,9,2035,15.8,16.1,16.3,16.06666667,0.251661,32,33.4,28.9,31.43333333,2.302896727,8,0,24,240,2.697,1371.080695,1.371080695,0.112375,11:50:00,17.3,7,0.591860465,13:26:00,17.6,0,0.765625,8.52,2.67,18,16.1,19.7,17.93333333,1.800925688,0.213,0.184,0.185,0.194,0.016462078,NA,0.026,NA,2.842,N,NA,NA,NA,NA,NA,NA,0.333333333
TU7,Seedling,Top,MS,172,-13.07433333,-71.55980556,31/07/2015,9,2036,15.2,15.8,16,15.66666667,0.416333,10.4,20.5,28.6,19.83333333,9.118296625,10,0,21,210,0.854,120.2887239,0.120288724,0.040666667,10:19:00,17.6,2,0.732839506,11:33:00,18,0,0.738340697,4.96,3.41,19.9,18.6,20.5,19.66666667,0.971253486,0.22,0.176,0.176,0.190666667,0.025403412,0.039,NA,0.013,2.754,Y,2,27,29,3,16.52658662,1.218183164,0.476190476
TU7,Seedling,Top,MS,173,-13.07436111,-71.55975,31/07/2015,9,2036,16.1,16.4,16.5,16.33333333,0.208167,22.8,28,16.4,22.4,5.810335619,8,2,17,170,0.82,89.77729326,0.089777293,0.048235294,11:35:00,17.4,5,0.740132864,12:54:00,17.3,0,0.784102061,7.09,3.16,32.6,31.3,30.2,31.36666667,1.201388086,0.245,0.205,0.212,0.220666667,0.02136196,0.042,NA,0.016,2.754,Y,5,54,59,1,5.316091954,0.725592484,0.470588235
TU7,Seedling,Top,AV,43,-13.07427778,-71.55963889,26/07/2015,4,2090,15.1,14.5,15.1,14.9,0.34641,50,50.2,32.8,44.33333333,9.988660237,5,0,23,230,1.835,608.2608361,0.608260836,0.079782609,12:30:00,19.2,96,0.440536013,15:12:00,18.4,0,0.8791423,18.03,2.12,38.4,36.9,38.3,37.86666667,0.838649708,0.407,0.405,0.414,0.408666667,0.004725816,0.504,0.593,0.104,31.745,Y,2,26,28,1,7.303754266,0.863546153,0.217391304
TU6,Seedling,Top,CT,88,-13.07947222,-71.56602778,27/07/2015,5,2250,13.8,13.4,13.9,13.7,0.264575,20.2,21.3,12,17.83333333,5.081666393,11,2,60,600,3.443,5586.183236,5.586183236,0.057383333,15:21:00,16.9,6,0.711678832,15:48:00,17.6,0,0.873325213,4.53,3.92,46.3,46.8,46.6,46.56666667,0.251661148,0.566,0.539,0.578,0.561,0.019974984,0.301,NA,0.054,4.537,N,NA,NA,NA,NA,NA,NA,0.183333333
TU6,Seedling,Top,SP,66,-13.07963889,-71.56616667,28/07/2015,6,2251,14.8,14.6,14.8,14.73333333,0.11547,28.4,44.1,45.9,39.46666667,9.626179581,6,0,15,150,3.983,1868.967517,1.868967517,0.265533333,09:42:00,18,70,0.729411765,12:19:00,19.2,0,0.663090129,10.27,2.75,28.9,31.6,30.7,30.4,1.374772708,0.262,0.256,0.262,0.26,0.003464102,0.434,0.346,0.15,45.851,Y,1,30,31,NA,NA,NA,0.4
TU6,Seedling,Top,SP,67,-13.07963889,-71.56616667,28/07/2015,6,2252,13.8,13.9,13.8,13.83333333,0.057735,25.1,19.8,25.4,23.43333333,3.150132272,4,0,17,170,1.941,503.0253519,0.503025352,0.114176471,09:52:00,16.7,0,0.768875839,11:34:00,19.7,0,0.762167126,2.93,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.854,Y,0,25,25,NA,NA,NA,0.235294118
TU6,Seedling,Top,SP,91,-13.07927778,-71.56555556,28/07/2015,6,2261,15.3,14.3,15.3,14.96666667,0.57735,16,18.4,26.6,20.33333333,5.558177159,7,0,7,70,1.41,109.3015062,0.109301506,0.201428571,15:32:00,16.2,11,0.77325024,16:06:00,18.2,0,0.775362319,7.59,2.83,14.7,22.7,23.4,20.26666667,4.833563213,0.16,0.156,0.16,0.158666667,0.002309401,0.041,NA,0.008,2.823,Y,0,36,36,NA,NA,NA,1
TU6,Seedling,Top,CT,80,-13.07966667,-71.56616667,27/07/2015,5,2261,14.3,14.7,14.8,14.6,0.264575,32.7,38.4,31.7,34.26666667,3.614323358,8,1,15,150,4.427,2308.87374,2.30887374,0.295133333,13:47:00,17.7,18,0.7466973,15:15:00,19.1,0,0.808535179,9.27,3.01,35.4,NA,44,39.7,6.081118318,0.406,0.398,0.384,0.396,0.011135529,0.189,0.209,0.042,4.569,Y,1,60,61,NA,NA,NA,0.533333333
TU6,Seedling,Top,SP,92,-13.07930556,-71.56555556,28/07/2015,6,2261,16.7,16.1,15.8,16.2,0.458258,15.2,7.5,8.3,10.33333333,4.233595792,8,2,10,100,4.236,1409.294588,1.409294588,0.4236,15:35:00,16.1,8,0.753825973,16:11:00,19.4,0,0.948691099,8.49,2.89,27.2,26.4,26.4,26.66666667,0.461880215,0.223,0.218,0.222,0.221,0.002645751,0.321,0.309,0.06,25.623,Y,1,53,54,NA,NA,NA,0.8
TU6,Seedling,Top,SP,81,-13.07961111,-71.56613889,28/07/2015,6,2266,14,14.9,15.4,14.76666667,0.70946,11.4,31.5,37.3,26.73333333,13.59203198,6,1,17,170,3.023,1220.155262,1.220155262,0.177823529,13:40:00,19.5,105,0.677156177,14:55:00,20.5,0,0.811654527,10,2.42,32.2,34.4,38.5,35.03333333,3.197394773,0.259,0.269,0.261,0.263,0.005291503,0.354,0.422,0.104,25.645,Y,0,59,59,NA,NA,NA,0.352941176
TU6,Seedling,Top,CT,82,-13.07963889,-71.56613889,27/07/2015,5,2267,14.2,14.8,15.1,14.7,0.458258,11.1,34.5,30.9,25.5,12.6,9,0,6,60,1.942,177.7213415,0.177721342,0.323666667,13:43:00,17.8,63,0.549094376,14:52:00,20.5,0,0.897590361,10,2.42,31.5,31.4,23.5,28.8,4.590206967,1.227,1.194,1.112,1.177666667,0.0592143,NA,0.084,NA,0.935,Y,0,59,59,NA,NA,NA,1.5
TU6,Seedling,Top,SP,68,-13.07972222,-71.56616667,28/07/2015,6,2278,14,14.2,14.4,14.2,0.2,11.3,14.3,16.9,14.16666667,2.802379941,7,0,16,160,1.91,458.4337664,0.458433766,0.119375,11:14:00,17.3,8,0.736842105,11:52:00,18.1,0,0.790437436,6.67,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.357,Y,0,22,22,NA,NA,NA,0.4375
TU6,Seedling,Top,CT,86,-13.07977778,-71.56625,27/07/2015,5,2279,13.5,14.5,14.9,14.3,0.72111,19.1,32.6,36.9,29.53333333,9.287805625,9,0,18,180,2.108,628.208198,0.628208198,0.117111111,14:07:00,18.1,6,0.76963141,15:25:00,18.2,0,0.78527063,10,2.42,34,37.8,35.4,35.73333333,1.921804707,0.59,0.701,0.605,0.632,0.06022458,0.112,NA,0.008,1.948,Y,0,32,32,NA,NA,NA,0.5
TU6,Seedling,Middle,CR,98,-13.07963889,-71.566,28/07/2015,6,2280,14.5,14.5,14.1,14.36666667,0.23094,33.8,26.6,28.6,29.66666667,3.716629297,5,0,40,400,1.583,787.2482473,0.787248247,0.039575,12:06:00,19.4,28,0.737229102,12:46:00,17.1,0,0.73342803,6.99,3.28,30.6,29.8,28.6,29.66666667,1.006644591,0.117,0.147,0.099,0.121,0.024248711,0.1,0.116,NA,23.617,Y,0,27,27,NA,NA,NA,0.125
TU6,Seedling,Middle,CR,105,-13.07963889,-71.566,28/07/2015,6,2280,15,15.1,15.1,15.06666667,0.057735,31.3,14.6,23.9,23.26666667,8.367994583,13,1,43,430,2.541,2180.558122,2.180558122,0.059093023,10:36:00,18.6,51,0.770982143,11:48:00,20.7,0,0.777777778,14.92,2.27,33.9,35.4,32.9,34.06666667,1.258305739,0.148,0.188,0.165,0.167,0.02007486,0.217,0.17,NA,30.005,N,NA,NA,NA,NA,NA,NA,0.302325581
TU6,Seedling,Middle,CR,97,-13.07963889,-71.56594444,28/07/2015,6,2280,14.3,14.8,14.6,14.56666667,0.251661,32,20.6,20.5,24.36666667,6.610849668,10,1,28,280,2.201,1065.339421,1.065339421,0.078607143,10:45:00,17.3,28,0.685064935,12:00:00,20.6,0,0.755569307,8.96,3.57,35.8,36.6,35.9,36.1,0.435889894,0.141,0.165,0.124,0.143333333,0.020599353,0.074,0.064,NA,16.412,Y,0,21,21,NA,NA,NA,0.357142857
TU6,Seedling,Top,CT,87,-13.07988889,-71.56630556,27/07/2015,5,2280,14.2,14.3,14.1,14.2,0.1,51,42.2,52.5,48.56666667,5.564470625,10,2,29,290,2.835,1830.602309,1.830602309,0.097758621,14:11:00,18.1,6,0.789663462,16:24:00,16.9,0,0.809893307,12.81,2.78,33.2,28.8,32,31.33333333,2.274496281,0.567,0.61,0.581,0.586,0.021931712,0.203,0.289,NA,140.256,Y,0,51,51,NA,NA,NA,0.344827586
TU6,Seedling,Top,CT,85,-13.07961111,-71.56597222,27/07/2015,5,2280,16,14.3,14.5,14.93333333,0.929157,14.1,20.9,38.8,24.6,12.75891845,6,0,19,190,4.234,2675.131835,2.675131835,0.222842105,13:35:00,20.1,194,0.697290152,14:36:00,20.5,0,0.802937576,20.07,1.76,42.4,44,38.4,41.6,2.88444102,0.606,0.592,0.611,0.603,0.009848858,0.228,0.237,0.072,6.972,N,NA,NA,NA,NA,NA,NA,0.315789474
TU6,Seedling,Top,CT,54,-13.07969444,-71.56055556,27/07/2015,5,2281,14.3,14.5,14.5,14.43333333,0.11547,26,29.6,45,33.53333333,10.09224124,8,0,20,200,0.79,98.03339876,0.098033399,0.0395,09:46:00,17.3,39,0.731646825,11:13:00,20.6,0,0.760288066,8.15,2.93,32.2,32.3,33.8,32.76666667,0.896288644,0.497,0.5,0.502,0.499666667,0.002516611,0.107,NA,0.014,2.235,Y,0,24,24,NA,NA,NA,0.4
TU6,Seedling,Middle,CR,96,-13.07963889,-71.56597222,28/07/2015,6,2281,14.9,15.3,14.9,15.03333333,0.23094,34.6,13.7,19.8,22.7,10.74755786,7,0,15,150,1.46,251.1232088,0.251123209,0.097333333,10:44:00,18.2,47,0.680712424,11:55:00,20.5,0,0.743825666,11.66,2.69,27.9,31.9,29.7,29.83333333,2.00333056,0.197,0.223,0.147,0.189,0.038626416,NA,0.136,NA,11.509,Y,0,22,22,NA,NA,NA,0.466666667
TU6,Seedling,Top,CT,84,-13.07961111,-71.566,27/07/2015,5,2281,15.3,14.5,19.4,16.4,2.628688,23.8,16.2,18.5,19.5,3.897435054,4,0,22,220,2.33,938.0465796,0.93804658,0.105909091,13:32:00,20.9,135,0.744020685,14:32:00,20.7,0,0.78125,20.07,1.76,44.6,42,43.1,43.23333333,1.30511813,0.611,0.591,0.596,0.599333333,0.01040833,0.328,0.402,0.104,10.058,Y,1,64,65,NA,NA,NA,0.181818182
TU6,Seedling,Top,SP,90,-13.0795,-71.56602778,28/07/2015,6,2282,15.5,15.2,15.4,15.36666667,0.152753,21.2,11.8,22.8,18.6,5.943063183,15,0,12,120,1.789,301.6419978,0.301641998,0.149083333,15:30:00,17.1,20,0.752027315,16:00:00,17.8,0,0.822041554,8.5,3.24,27.2,28.1,23.3,26.2,2.551470164,0.174,0.157,0.158,0.163,0.009539392,0.062,0.084,0.008,7.762,Y,3,51,54,NA,NA,NA,1.25
TU6,Seedling,Top,CT,89,-13.0795,-71.56602778,27/07/2015,5,2282,14.9,13.9,13.7,14.16666667,0.64291,48.6,45.2,56.9,50.23333333,6.018582336,8,0,25,250,3.805,2842.753561,2.842753561,0.1522,15:25:00,16,3,0.79787234,15:53:00,17.7,0,0.854857143,3.99,3.55,42.8,41.6,47.9,44.1,3.345145737,0.329,0.346,0.332,0.335666667,0.009073772,0.128,0.103,0.018,5.858,N,NA,NA,NA,NA,NA,NA,0.32
TU6,Seedling,Middle,CR,99,-13.07963889,-71.566,28/07/2015,6,2283,14.8,15.1,15.1,15,0.173205,41.4,57.8,46.9,48.7,8.346855695,8,0,21,210,1.745,502.2269789,0.502226979,0.083095238,12:07:00,22.5,1079,0.234206471,12:49:00,18.4,0,0.727990033,8.83,3.32,24.5,25.9,27.4,25.93333333,1.450287328,0.087,0.08,0.073,0.08,0.007,NA,0.063,NA,6.627,Y,0,40,40,NA,NA,NA,0.380952381
TU6,Seedling,Top,CT,63,-13.07955556,-71.56588889,27/07/2015,5,2283,13.5,13.5,14.2,13.73333333,0.404145,11.3,27.2,29.1,22.53333333,9.774627018,11,0,14,140,1.923,406.6085303,0.40660853,0.137357143,10:22:00,16.8,12,0.716049383,12:42:00,19.4,0,0.759747102,6.25,3.36,25.1,23.5,24.7,24.43333333,0.8326664,0.376,0.408,0.366,0.383333333,0.02193931,NA,0.074,NA,1.996,Y,3,16,19,NA,NA,NA,0.785714286
TU6,Seedling,Top,CT,64,-13.07958333,-71.56591667,27/07/2015,5,2283,16.1,15.5,15.6,15.73333333,0.321455,36.2,28.6,20.8,28.53333333,7.700216447,19,0,34,340,5.232,7309.779372,7.309779372,0.153882353,10:16:00,16.9,124,0.852697095,12:28:00,20,0,0.718685832,21.96,1.62,62.5,67.7,60.6,63.6,3.67559519,0.637,0.639,0.613,0.629666667,0.014468356,0.39,0.465,0.104,33.488,Y,34,39,73,NA,NA,NA,0.558823529
TU6,Seedling,Middle,CR,100,-13.07963889,-71.56605556,28/07/2015,6,2284,15.5,15.8,16,15.76666667,0.251661,32,47.7,37.6,39.1,7.956758134,10,1,35,350,2.185,1312.383641,1.312383641,0.062428571,12:09:00,20.5,63,0.547658402,12:54:00,19,0,0.611111111,10.22,2.87,26.7,26.4,25.4,26.16666667,0.680685929,0.123,0.13,0.124,0.125666667,0.003785939,0.094,0.114,NA,25.831,Y,0,27,27,NA,NA,NA,0.285714286
TU6,Seedling,Middle,CR,101,-13.07963889,-71.56605556,28/07/2015,6,2284,15.2,15.5,15.3,15.33333333,0.152753,44.2,63.9,85.2,64.43333333,20.50520259,8,1,18,180,1.27,228.0183656,0.228018366,0.070555556,21:09:00,20.5,112,0.395361991,12:53:00,19.2,0,0.542161149,10.22,2.87,23.5,22.2,22.2,22.63333333,0.75055535,0.081,0.099,0.079,0.086333333,0.011015141,0.046,NA,NA,6.141,N,NA,NA,NA,NA,NA,NA,0.444444444
TU6,Seedling,Top,CT,83,-13.07963889,-71.56605556,27/07/2015,5,2284,14,13.5,13.8,13.76666667,0.251661,15.2,25.2,32.6,24.33333333,8.732315462,8,2,22,220,2.836,1389.712664,1.389712664,0.128909091,13:37:00,19.8,20,0.776951673,14:44:00,20.2,0,0.853911404,6.65,3.06,47.9,NA,40.5,44.2,5.232590181,0.524,0.587,0.552,0.554333333,0.031564748,0.121,0.116,0.018,9.561,N,NA,NA,NA,NA,NA,NA,0.363636364
TU6,Seedling,Middle,CR,106,-13.07963889,-71.56597222,28/07/2015,6,2285,14.2,14.3,14.3,14.26666667,0.057735,25,17.3,16.1,19.46666667,4.829423706,7,2,52,520,1.693,1170.596284,1.170596284,0.032557692,10:37:00,18.6,24,0.655851064,11:50:00,22.1,0,0.646420824,14.92,2.27,22.7,28.1,21.9,24.23333333,3.372437299,0.091,0.111,0.119,0.107,0.014422205,0.059,0.07,NA,16.802,N,NA,NA,NA,NA,NA,NA,0.134615385
TU6,Seedling,Top,SP,65,-13.07961111,-71.56597222,28/07/2015,6,2286,14.8,14.1,14.5,14.46666667,0.351188,24.8,23.1,25.1,24.33333333,1.078579312,18,0,25,250,3.453,2341.116613,2.341116613,0.13812,09:40:00,17.2,82,0.688059701,12:20:00,20.2,0,0.81849711,10.27,2.75,31.9,32.9,32.6,32.46666667,0.513160144,0.297,0.241,0.26,0.266,0.028478062,0.115,0.153,0.036,11.063,Y,1,50,51,NA,NA,NA,0.72
TU6,Seedling,Middle,CR,102,-13.07977778,-71.56616667,28/07/2015,6,2288,14.2,14.4,14.5,14.36666667,0.152753,47.8,38.2,57,47.66666667,9.400709193,9,1,29,290,1.431,466.4092413,0.466409241,0.049344828,12:12:00,18.7,64,0.632954545,12:57:00,18.5,0,0.698624427,7.27,2.93,23.6,23.3,23.1,23.33333333,0.251661148,NA,0.145,0.094,0.1195,0.036062446,0.083,NA,NA,9.959,Y,2,35,37,NA,NA,NA,0.310344828
TU6,Seedling,Top,SP,78,-13.07963889,-71.56611111,28/07/2015,6,2288,15.5,15.3,15.1,15.3,0.2,34,15.1,21,23.36666667,9.669712164,6,0,10,100,2.09,343.0697718,0.343069772,0.209,13:51:00,18.7,17,0.750636132,14:59:00,20.1,0,0.784253579,6.74,3.32,20.6,18.5,20.6,19.9,1.212435565,0.17,0.191,0.163,0.174666667,0.014571662,0.088,0.109,0.014,12.483,N,NA,NA,NA,NA,NA,NA,0.6
TU6,Seedling,Top,SP,58,-13.07941667,-71.56608333,28/07/2015,6,2289,14.4,14.8,14.6,14.6,0.2,23.4,21.9,26.2,23.83333333,2.182506205,16,0,40,400,3.8,4536.459792,4.536459792,0.095,09:49:00,16.7,33,0.753021545,11:30:00,15.9,0,0.80977131,8.63,2.74,35.6,30.6,28.5,31.56666667,3.647373484,0.25,0.249,0.239,0.246,0.006082763,0.54,0.664,0.154,47.387,Y,3,37,40,NA,NA,NA,0.4
TU6,Seedling,Top,CT,55,-13.07941667,-71.56608333,27/07/2015,5,2289,14.3,14.3,14.3,14.3,0,47.9,29.9,37.2,38.33333333,9.053360334,13,0,40,400,5.635,9975.569839,9.975569839,0.140875,09:48:00,15.8,25,0.774266366,11:20:00,18.7,0,0.773797339,8.63,2.74,46.5,40.2,40,42.23333333,3.69639464,0.913,0.913,0.916,0.914,0.001732051,1.136,1.697,0.134,32.093,Y,1,46,47,NA,NA,NA,0.325
TU6,Seedling,Top,SP,60,-13.07972222,-71.56611111,28/07/2015,6,2289,13.5,13.7,13.6,13.6,0.1,47.5,32.2,33.5,37.73333333,8.483120495,5,0,15,150,3.2,1206.371579,1.206371579,0.213333333,11:03:00,17.9,8,0.782702238,11:55:00,17.7,0,0.805004314,8.76,3.43,29.1,33.1,31,31.06666667,2.00083316,0.244,0.246,0.239,0.243,0.003605551,0.196,0.23,0.048,18.09,Y,0,47,47,NA,NA,NA,0.333333333
TU6,Seedling,Top,SP,56,-13.07941667,-71.56608333,28/07/2015,6,2289,14.3,14.1,14.4,14.26666667,0.152753,29.3,20.3,20.3,23.3,5.196152423,6,NA,10,100,2.2,380.1327111,0.380132711,0.22,13:49:00,17.2,40,0.740594059,15:11:00,18.2,0,0.787430684,6.74,3.32,28.7,33.5,24.4,28.86666667,4.552288802,0.189,0.184,0.191,0.188,0.003605551,0.14,0.143,0.038,14.245,N,NA,NA,NA,NA,NA,NA,0.6
TU6,Seedling,Top,SP,57,-13.07941667,-71.56608333,28/07/2015,6,2289,14.7,14.9,15.1,14.9,0.2,22.3,32.1,14.3,22.9,8.915155635,7,1,13,130,3.47,1229.397097,1.229397097,0.266923077,13:44:00,19.4,26,0.725460887,15:05:00,18.2,0,0.760848602,6.74,3.32,22.5,23.2,20,21.9,1.682260384,0.167,0.171,0.17,0.169333333,0.002081666,0.077,0.077,0.016,9.624,N,NA,NA,NA,NA,NA,NA,0.538461538
TU6,Seedling,Middle,CR,103,-13.07966667,-71.56591667,28/07/2015,6,2290,14.9,14.9,14.9,14.9,0,24.2,14.5,27.8,22.16666667,6.879195689,6,0,22,220,1.227,260.1367365,0.260136737,0.055772727,10:25:00,18.5,61,0.513430207,11:43:00,22.2,0,0.725025398,14.92,2.27,27.2,24.4,24.2,25.26666667,1.677299417,0.067,0.068,0.069,0.068,0.001,0.021,0.028,NA,7.378,N,NA,NA,NA,NA,NA,NA,0.272727273
TU6,Seedling,Middle,CR,108,-13.07963889,-71.56597222,28/07/2015,6,2291,14.8,15.1,15.1,15,0.173205,21.8,13.3,22.3,19.13333333,5.057996968,7,1,19,190,1.05,164.5212803,0.16452128,0.055263158,10:48:00,18.4,30,0.630088496,11:57:00,21.5,0,0.717905405,9.12,2.85,20.6,17.4,19.8,19.26666667,1.6653328,0.078,0.072,0.08,0.076666667,0.004163332,0.041,NA,NA,5.982,N,NA,NA,NA,NA,NA,NA,0.368421053
TU6,Seedling,Middle,CR,109,-13.07963889,-71.56597222,28/07/2015,6,2291,14.3,14.8,14.8,14.63333333,0.288675,18.4,10.2,38.3,22.3,14.45025951,17,2,19,190,1.471,322.900582,0.322900582,0.077421053,10:52:00,17,7,0.742694805,12:03:00,20.1,0,0.559670782,6.99,3.28,27.3,26.7,24.2,26.06666667,1.644181661,0.079,0.103,0.09,0.090666667,0.012013881,NA,0.046,NA,5.62,Y,0,18,18,NA,NA,NA,0.894736842
TU6,Seedling,Top,SP,62,-13.07966667,-71.56602778,28/07/2015,6,2291,12.8,13.8,13.3,13.3,0.5,20.1,12.7,18.4,17.06666667,3.875994496,2,1,22,220,3.001,1556.125262,1.556125262,0.136409091,09:44:00,17.2,19,0.744112319,12:11:00,17.9,0,0.834114339,6.28,3.24,26.1,21.9,26.2,24.73333333,2.454248018,0.223,0.199,0.197,0.206333333,0.014468356,0.186,0.123,0.038,17.695,Y,0,34,34,NA,NA,NA,0.090909091
TU6,Seedling,Top,CT,61,-13.07975,-71.56613889,27/07/2015,5,2292,14.8,14.3,14.4,14.5,0.264575,23.2,11.2,15.6,16.66666667,6.070694634,11,0,55,550,3.85,6402.860352,6.402860352,0.07,09:57:00,15.4,8,0.773464164,13:03:00,19,0,0.800632911,6.5,3.37,39.2,40.8,37.3,39.1,1.752141547,0.467,0.471,0.456,0.464666667,0.007767453,0.129,0.136,0.02,6.509,Y,7,28,35,NA,NA,NA,0.2
TU6,Seedling,Top,SP,59,-13.07966667,-71.56605556,28/07/2015,6,2292,14.8,14.8,14.8,14.8,0,18.6,20.2,19.2,19.33333333,0.808290377,6,0,10,100,1.07,89.92023573,0.089920236,0.107,09:54:00,16.9,2,0.693849343,11:43:00,18.7,0,0.764781491,5.44,4.21,19,20.2,18.8,19.33333333,0.757187779,0.205,0.2,0.188,0.197666667,0.008736895,0.035,0.049,0.008,4.574,Y,1,38,39,NA,NA,NA,0.6
TU6,Seedling,Middle,CR,107,-13.07966667,-71.56594444,28/07/2015,6,2293,14.7,14.7,14.8,14.73333333,0.057735,25.3,35.7,28.1,29.7,5.381449619,7,0,13,130,1.025,107.2706629,0.107270663,0.078846154,10:40:00,17.9,30,0.694117647,11:53:00,21.1,0,0.758434548,14.92,2.27,23.2,21.6,21.9,22.23333333,0.850490055,0.153,0.07,0.077,0.1,0.046032597,NA,0.031,NA,4.897,N,NA,NA,NA,NA,NA,NA,0.538461538
TU6,Seedling,Middle,CR,95,-13.07969444,-71.56597222,28/07/2015,6,2294,14.9,14.8,14.8,14.83333333,0.057735,25.1,38.5,17.5,27.03333333,10.63265411,6,0,31,310,1.672,680.6504272,0.680650427,0.053935484,10:31:00,18.5,30,0.687890137,11:46:00,20.5,0,0.72179878,14.92,2.27,24.7,20.8,24.3,23.26666667,2.145538006,0.093,0.107,0.117,0.105666667,0.012055428,0.086,NA,NA,10.079,Y,0,29,29,NA,NA,NA,0.193548387
