Site,Adult.Seedling,Elevation.code,Species,Individual.code,Lat.DD,Long.DD,Collection.date,Collection.day,Elevation,Soil.temp.1,Soil.temp.2,Soil.temp.3,Soil.temp.mean,Soil.temp.SD,Soil.mois.1,Soil.mois.2,Soil.mois.3,Soil.mois.mean,Soil.mois.SD,No.leaves,No.cot,Height.cm,Height.mm,Width.mm,Stem.volume.mm3,Stem.volume.cm3,Stem.thick.per.height,L.time,L.temp,L.light,QPSII,D.time,D.temp,D.light,D.FvFm,Canopy.open.per,LAI.4.ring,SPAD.1,SPAD.2,SPAD.3,SPAD.mean,SPAD.SD,Leaf.thick.1.mm,Leaf.thick.2.mm,Leaf.thick.3.mm,Leaf.thick.mean.mm,Leaf.thick.SD,Leaf.mass.fresh.g,Leaf.mass.FAA.g,Leaf.mass.dry.g,Leaf.area,Comp.Y.N.,Comp.seed.same.sp,Comp.seed.diff.sp,Comp.seed.total,Comp.adult.total,Comp.adult.metric,Comp.adult.log.metric,Height.leaf.ratio
SP1,Seedling,Bottom,TG,349,-13.04875,-71.53713889,11/08/2015,20,1510,18,17.9,17.8,17.9,0.1,21,26.1,13,20.03333333,6.603282012,3,0,24,240,1.346,341.5004206,0.341500421,0.056083333,11:18:00,18.5,5,0.723654709,12:34:00,20.5,0,0.704989154,6.52,3.05,34.7,32.3,33.5,33.5,1.2,0.104,0.097,0.096,0.099,0.004358899,0.042,0.037,0.016,8.874,Y,34,59,93,3,29.15204082,1.464668963,0.125
SP1,Seedling,Bottom,TG,350,-13.04863889,-71.53713889,11/08/2015,20,1510,17.3,17.9,18.2,17.8,0.458258,14.9,23.2,14.2,17.43333333,5.006329327,7,0,30,300,2.058,997.9341321,0.997934132,0.0686,11:28:00,18.4,21,0.69374666,12:35:00,19.3,0,0.746868476,7.06,2.87,41.2,42.8,40.6,41.53333333,1.137248141,0.106,0.107,0.118,0.110333333,0.006658328,0.159,0.115,0.044,26.412,Y,56,64,120,4,29.20652958,1.465479956,0.233333333
SP1,Seedling,Bottom,DL,371,-13.04791667,-71.53488889,11/08/2015,20,1511,17.8,17.9,17.8,17.83333333,0.057735,14.6,16.9,9.8,13.76666667,3.622614157,3,2,40,400,2.438,1867.313664,1.867313664,0.06095,10:15:00,19.2,6,0.737725295,11:32:00,20.7,0,0.784836066,3.26,4.1,47.3,50.8,49.5,49.2,1.769180601,0.143,0.219,0.14,0.167333333,0.044769781,1.076,1.238,NA,153.503,Y,0,38,38,6,29.23306233,1.465874313,0.075
SP1,Seedling,Bottom,DL,372,-13.04791667,-71.53483333,11/08/2015,20,1512,17.9,18.2,18.2,18.1,0.173205,12.5,15,15.1,14.2,1.473091986,2,0,38,380,2.342,1636.994648,1.636994648,0.061631579,10:28:00,19.2,6,0.768604651,11:34:00,21.5,0,0.788321168,6.16,3.16,39.5,34.7,36.5,36.9,2.424871131,0.154,0.193,0.267,0.204666667,0.057396283,1.175,1.175,NA,176.555,Y,1,38,39,5,17.74476759,1.249070316,0.052631579
SP1,Seedling,Bottom,DL,370,-13.04791667,-71.53497222,11/08/2015,20,1512,18.1,18.2,18.3,18.2,0.1,16.7,18.3,14.2,16.4,2.066397832,2,2,25,250,2.575,1301.920174,1.301920174,0.103,10:12:00,19.3,4,0.762088975,11:29:00,21.9,0,0.599666389,4.2,3.85,36.4,34.6,40.4,37.13333333,2.968725877,0.284,0.249,0.126,0.219666667,0.082983934,1.516,1.346,NA,218.724,N,NA,NA,NA,NA,NA,NA,0.08
SP1,Seedling,Bottom,TG,351,-13.04855556,-71.53711111,11/08/2015,20,1513,17.8,17.6,17.7,17.7,0.1,24.4,50.9,15.6,30.3,18.37471088,4,0,29,290,1.425,462.5062522,0.462506252,0.049137931,11:39:00,18.8,15,0.74252593,12:37:00,21.2,0,0.771700357,5.63,3.21,36.5,33.8,33.6,34.63333333,1.619670748,0.176,0.095,0.093,0.121333333,0.047353282,0.081,0.072,0.03,16.217,Y,36,68,104,4,20.72870451,1.316572161,0.137931034
SP1,Seedling,Bottom,DL,369,-13.04788889,-71.53497222,11/08/2015,20,1513,18,18,18.1,18.03333333,0.057735,16,19.3,21.1,18.8,2.586503431,2,1,47,470,2.312,1973.164979,1.973164979,0.049191489,10:09:00,19.1,2,0.766730402,11:28:00,21.7,0,0.781180401,3.48,4.13,44.2,41.6,51,45.6,4.85386444,0.213,0.126,0.181,0.173333333,0.044003788,1.021,0.95,NA,126.922,N,NA,NA,NA,NA,NA,NA,0.042553191
SP1,Seedling,Bottom,DL,368,-13.04788889,-71.53497222,11/08/2015,20,1513,17.8,17.9,17.9,17.86666667,0.057735,18.9,16.6,26.8,20.76666667,5.350077881,3,2,35,350,2.564,1807.149024,1.807149024,0.073257143,10:00:00,19.3,3,0.774872449,11:26:00,22,0,0.801195003,4.18,3.9,51.4,53,47.2,50.53333333,2.995552258,0.143,0.214,0.161,0.172666667,0.0369098,0.728,0.813,NA,99.005,Y,1,25,26,5,40.93803889,1.612127034,0.085714286
SP1,Seedling,Bottom,DL,367,-13.04791667,-71.53502778,11/08/2015,20,1515,18.1,18.3,18.3,18.23333333,0.11547,21.5,16.7,18.2,18.8,2.455605832,3,0,45,450,2.724,2622.506671,2.622506671,0.060533333,09:52:00,18.6,2,0.769000598,11:24:00,21.4,0,0.788008565,4.53,3.68,42.7,49.2,40.4,44.1,4.563989483,0.145,0.126,0.13,0.133666667,0.010016653,1.27,1.275,0.446,174.918,Y,0,22,22,3,17.95219692,1.254117603,0.066666667
SP1,Seedling,Bottom,TG,352,-13.04852778,-71.53711111,11/08/2015,20,1516,17.9,17.8,17.9,17.86666667,0.057735,12.3,46.6,16,24.96666667,18.82613432,6,0,25,250,1.777,620.0186393,0.620018639,0.07108,11:51:00,18.9,16,0.737492643,12:39:00,20,0,0.755453502,5.78,3.35,33.1,43.6,41.2,39.3,5.501817881,0.121,0.103,0.099,0.107666667,0.011718931,0.135,0.104,0.054,26.559,N,NA,NA,NA,NA,NA,NA,0.24
SP1,Seedling,Bottom,TG,356,-13.04797222,-71.53613889,11/08/2015,20,1516,18.5,18.8,18.7,18.66666667,0.152753,30.1,39.5,26.7,32.1,6.630233782,7,0,21,210,1.83,552.346181,0.552346181,0.087142857,13:00:00,20.2,26,0.818005181,14:12:00,21.1,0,0.766973533,8.21,2.76,41.8,41.5,43.5,42.26666667,1.078579312,0.107,0.107,0.152,0.122,0.025980762,0.11,0.069,0.046,16.343,Y,17,52,69,4,24.97887543,1.397572882,0.333333333
SP1,Seedling,Bottom,DL,366,-13.048,-71.53511111,11/08/2015,20,1519,17.6,17.6,17.7,17.63333333,0.057735,17,20.9,18.5,18.8,1.967231557,5,0,60,600,3.218,4879.925718,4.879925718,0.053633333,09:44:00,18.4,8,0.76529926,11:21:00,21.5,0,0.785966981,4.99,3.4,47.2,43.3,45.5,45.33333333,1.955334583,0.145,0.187,0.202,0.178,0.029546573,2.527,2.736,0.983,368.021,Y,2,32,34,5,30.6991272,1.487126028,0.083333333
SP1,Seedling,Bottom,DL,361,-13.048,-71.53513889,11/08/2015,20,1519,19.4,19.1,18.9,19.13333333,0.251661,15.3,7.1,6.7,9.7,4.85386444,4,0,55,550,3.153,4294.380404,4.294380404,0.057327273,13:43:00,20.4,3,0.851608187,14:25:00,20.2,0,0.779279279,7.13,3.01,43.5,46.1,42.1,43.9,2.029778313,0.151,0.141,0.137,0.143,0.007211103,1.828,2.071,0.676,287.068,N,NA,NA,NA,NA,NA,NA,0.072727273
SP1,Seedling,Bottom,DL,362,-13.048,-71.53513889,11/08/2015,20,1519,18.7,18.7,18.5,18.63333333,0.11547,19,14.5,7.4,13.63333333,5.848361594,3,0,45,450,2.728,2630.214255,2.630214255,0.060622222,13:46:00,20.1,1,0.771505376,14:27:00,20.8,0,0.778328173,5.19,3.77,51.8,42.6,52.1,48.83333333,5.400308633,0.211,0.134,0.262,0.202333333,0.064438601,1.616,1.898,0.747,269.55,N,NA,NA,NA,NA,NA,NA,0.066666667
SP1,Seedling,Bottom,TG,359,-13.04794444,-71.53572222,11/08/2015,20,1519,18.8,19,18.3,18.7,0.360555,17.7,10.2,21.7,16.53333333,5.838093296,4,0,21,210,1.629,437.6746012,0.437674601,0.077571429,13:28:00,19.7,6,0.775497114,14:20:00,19.9,0,0.753023552,5.51,3.4,41.7,42,38.7,40.8,1.824828759,0.12,0.189,0.208,0.172333333,0.046306947,0.107,0.081,0.046,16.282,N,NA,NA,NA,NA,NA,NA,0.19047619
SP1,Seedling,Bottom,DL,363,-13.048,-71.53513889,11/08/2015,20,1520,18.2,18.2,18.3,18.23333333,0.057735,28.1,15.5,19.2,20.93333333,6.476367295,5,0,90,900,4.16,12232.60781,12.23260781,0.046222222,13:49:00,19.6,5,0.754559271,14:30:00,20.6,0,0.761837456,6.11,3.21,60.5,53.1,51.9,55.16666667,4.65761026,0.375,0.383,0.241,0.333,0.079774683,2.32,2.295,0.938,372.983,Y,2,73,75,7,27.50835427,1.439464609,0.055555556
SP1,Seedling,Bottom,DL,364,-13.048,-71.53511111,11/08/2015,20,1520,18.1,19.2,18.1,18.46666667,0.635085,23.3,24.9,33.5,27.23333333,5.485739087,4,0,55,550,3.065,4058.013884,4.058013884,0.055727273,14:00:00,19.6,1,0.765927978,14:32:00,20.9,0,0.764394441,7.22,3.2,41.9,48,43.8,44.56666667,3.121431296,0.285,0.129,0.306,0.24,0.096700569,1.389,1.517,0.518,229.739,N,NA,NA,NA,NA,NA,NA,0.072727273
SP1,Seedling,Bottom,DL,365,-13.048,-71.53511111,11/08/2015,20,1520,17.6,17.8,18,17.8,0.2,16.7,21.3,14.9,17.63333333,3.300505012,4,0,65,650,3.688,6943.605888,6.943605888,0.056738462,09:33:00,19,17,0.924832962,11:17:00,20.8,0,0.676470588,5.71,3.41,42.4,30.3,38.9,37.2,6.22655603,0.12,0.117,0.16,0.132333333,0.024006943,1.663,1.57,NA,239.11,Y,0,20,20,6,27.26567563,1.435616264,0.061538462
SP1,Seedling,Bottom,DL,374,-13.04783333,-71.53488889,11/08/2015,20,1520,18.5,18.5,18.4,18.46666667,0.057735,22.6,8.3,12,14.3,7.422263806,4,0,45,450,3.175,3562.786962,3.562786962,0.070555556,10:50:00,19.9,7,0.749539595,11:38:00,22.2,0,0.771889401,4.69,3.61,31.5,35.2,31.5,32.73333333,2.136195996,0.116,0.114,0.219,0.149666667,0.060052755,NA,NA,0.449,229.739,Y,2,36,38,2,11.58477011,1.06388742,0.088888889
SP1,Seedling,Bottom,DL,360,-13.048,-71.53516667,11/08/2015,20,1521,19.2,18.9,18.8,18.96666667,0.208167,10,10.8,11,10.6,0.529150262,4,0,40,400,2.17,1479.344565,1.479344565,0.05425,13:35:00,20,3,0.955073996,14:23:00,20,0,0.802071346,7.13,3.01,43.9,40.1,46.1,43.36666667,3.035347317,0.245,0.125,0.219,0.196333333,0.063129497,0.789,0.827,0.275,110.982,Y,1,25,26,4,18.15881565,1.25908752,0.1
SP1,Seedling,Bottom,DL,373,-13.04786111,-71.53480556,11/08/2015,20,1527,17.9,17.9,17.9,17.9,0,8.7,20.1,12.2,13.66666667,5.839805933,4,0,30,300,2.109,1048.007271,1.048007271,0.0703,10:40:00,19.4,6,0.768382353,11:36:00,21.5,0,0.791552386,3.94,4,36.2,38.4,34.6,36.4,1.907878403,0.188,0.158,0.204,0.183333333,0.023352373,0.447,0.412,0.148,65.911,Y,0,31,31,6,32.74893625,1.515197198,0.133333333
SP1,Seedling,Bottom,TG,358,-13.04794444,-71.53580556,11/08/2015,20,1530,18.7,18.3,18.4,18.46666667,0.208167,14.8,19.6,13.2,15.86666667,3.330665599,3,0,25,250,1.034,209.9282897,0.20992829,0.04136,13:20:00,20.1,13,0.750765462,14:18:00,20.9,0,0.770539906,7.26,2.91,46.4,49.2,43.9,46.5,2.651414717,0.101,0.132,0.114,0.115666667,0.015567059,NA,0.069,NA,8.449,Y,5,34,39,5,33.8245096,1.529231509,0.12
SP1,Seedling,Bottom,TG,353,-13.04833333,-71.53708333,11/08/2015,20,1530,17.3,17.3,17.3,17.3,0,38.6,50.2,40.9,43.23333333,6.141932378,3,0,26,260,1.328,360.130065,0.360130065,0.051076923,11:57:00,19.1,19,0.745876604,12:41:00,20.1,0,0.769422001,5.64,3.49,39.3,41.7,42.3,41.1,1.587450787,0.106,0.097,0.106,0.103,0.005196152,0.057,0.048,0.027,12.849,Y,14,25,39,3,28.63279857,1.456863798,0.115384615
SP1,Seedling,Bottom,TG,357,-13.04794444,-71.53594444,11/08/2015,20,1536,18.8,18.1,18.2,18.36666667,0.378594,16.5,19.8,18.7,18.33333333,1.680277755,5,0,18,180,1.625,373.3095645,0.373309565,0.090277778,13:12:00,20.4,10,0.752525253,14:14:00,20.2,0,0.778796562,6.77,2.98,38.7,37.4,38.3,38.13333333,0.665832812,0.142,0.234,0.11,0.162,0.064373908,0.081,0.055,0.032,14.017,Y,30,28,58,4,24.79908691,1.394435691,0.277777778
SP1,Seedling,Bottom,TG,354,-13.04797222,-71.53711111,11/08/2015,20,1543,18.3,18.1,17.8,18.06666667,0.251661,21.7,28.4,19.3,23.13333333,4.716283848,6,0,13,130,1.591,258.4482483,0.258448248,0.122384615,12:07:00,19.3,18,0.753826531,12:44:00,21.7,0,0.78125,7.38,2.81,45.9,46.8,46.6,46.43333333,0.472581563,0.111,0.118,0.122,0.117,0.005567764,NA,0.087,NA,9.299,Y,22,31,53,6,18.88991223,1.27622994,0.461538462
SP1,Seedling,Bottom,TG,355,-13.048,-71.53688889,11/08/2015,20,1554,17.8,17.8,17.9,17.83333333,0.057735,31.1,23.8,22,25.63333333,4.819059383,5,0,16,160,1.417,252.3187733,0.252318773,0.0885625,12:50:00,19.9,7,0.761234071,14:09:00,19.9,0,0.77880718,5.19,3.46,42.2,47.2,43.7,44.36666667,2.56580072,0.101,0.095,0.094,0.096666667,0.003785939,0.052,NA,0.021,7.093,Y,0,22,22,5,66.19908665,1.820851998,0.3125
SP2,Seedling,Bottom,CT,310,-13.04677778,-71.54336111,07/08/2015,16,1730,16.1,16.3,16.8,16.4,0.360555,33.8,22.5,15,23.76666667,9.463790643,8,0,40,400,6.037,11449.65035,11.44965035,0.150925,12:44:00,19.7,21,0.758229285,13:28:00,22.4,0,0.773422562,8.84,2.82,46.4,48.8,48.1,47.76666667,1.234233905,0.423,0.415,0.448,0.428666667,0.017214335,0.529,0.678,0.087,27.686,N,NA,NA,NA,NA,NA,NA,0.2
SP2,Seedling,Bottom,AV,317,-13.04716667,-71.54286111,08/08/2015,17,1735,17.9,18.1,18,18,0.1,37.7,59.1,72.6,56.46666667,17.59839008,10,0,16,160,1.103,152.8835959,0.152883596,0.0689375,12:40:00,18.5,11,0.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.493,Y,2,37,39,5,38.42670433,1.584633139,0.625
SP2,Seedling,Bottom,CT,303,-13.04722222,-71.54263889,07/08/2015,16,1749,18.1,17.8,18.2,18.03333333,0.208167,28.4,21.3,9.5,19.73333333,9.546901766,7,0,10,100,2.014,318.5728889,0.318572889,0.2014,11:25:00,19.8,15,0.773297003,12:33:00,20.7,0,0.80600572,8.3,2.91,45,49,45.9,46.63333333,2.098412098,0.492,0.517,0.531,0.513333333,0.019756855,NA,0.209,NA,5.07,Y,0,28,28,6,45.89991131,1.661811846,0.7
SP2,Seedling,Bottom,CT,301,-13.04727778,-71.54252778,07/08/2015,16,1753,17.9,18.2,18.2,18.1,0.173205,41.5,21.1,38,33.53333333,10.9088649,3,2,13,130,1.766,318.4304805,0.318430481,0.135846154,11:20:00,19.8,9,0.791208791,12:29:00,22.6,0,0.801227573,6.36,3.28,54.1,55.5,56.2,55.26666667,1.069267662,0.588,0.669,0.606,0.621,0.042532341,0.123,NA,0.022,2.778,Y,1,7,8,6,27.97134461,1.446713344,0.230769231
SP2,Seedling,Bottom,CT,302,-13.04727778,-71.54252778,07/08/2015,16,1753,18,18.1,18.5,18.2,0.264575,15.7,29.3,23.6,22.86666667,6.829592472,13,0,19,190,2.816,1183.337924,1.183337924,0.148210526,11:22:00,20.1,5,0.80255455,12:31:00,23.1,0,0.812270582,6.27,3.24,58.5,60.5,60.2,59.73333333,1.078579312,0.648,0.681,0.65,0.659666667,0.018502252,0.404,NA,0.166,136.237,N,NA,NA,NA,NA,NA,NA,0.684210526
SP2,Seedling,Bottom,CT,300,-13.04727778,-71.54252778,07/08/2015,16,1753,17.9,18.2,18.4,18.16666667,0.251661,44.6,14.6,26.7,28.63333333,15.09315518,10,0,15,150,3.342,1315.812572,1.315812572,0.2228,11:18:00,19.9,6,0.748256183,12:26:00,21.3,0,0.77972028,6.78,3.16,48.9,49.4,48,48.76666667,0.709459888,0.6,0.632,0.648,0.626666667,0.024440404,NA,0.2,NA,3.691,N,NA,NA,NA,NA,NA,NA,0.666666667
SP2,Seedling,Bottom,AV,295,-13.04730556,-71.54225,08/08/2015,17,1754,18.6,19.2,18.9,18.9,0.3,39.3,32.2,39.4,36.96666667,4.12835722,8,0,40,400,1.943,1186.029452,1.186029452,0.048575,11:02:00,20.2,13,0.767283951,12:09:00,20.6,0,0.804856115,5.83,3.4,31.7,30.1,33.2,31.66666667,1.550268794,0.411,0.413,0.427,0.417,0.008717798,0.371,0.398,0.062,22.083,N,NA,NA,NA,NA,NA,NA,0.2
SP2,Seedling,Bottom,CT,298,-13.04727778,-71.54241667,07/08/2015,16,1755,19.3,19.1,19.1,19.16666667,0.11547,10.5,11.9,19.4,13.93333333,4.785742715,14,0,25,250,4.056,3230.173,3.230173,0.16224,11:14:00,19.9,19,0.748182419,12:23:00,20.8,0,0.734748011,7.59,3.37,39.3,37.3,40.7,39.1,1.708800749,0.483,0.463,0.466,0.470666667,0.010785793,0.605,0.542,NA,28.952,N,NA,NA,NA,NA,NA,NA,0.56
SP2,Seedling,Bottom,CT,297,-13.04727778,-71.54241667,07/08/2015,16,1755,18.2,18.8,18.6,18.53333333,0.305505,43.5,45.9,29.6,39.66666667,8.800189392,8,0,10,100,1.648,213.3066014,0.213306601,0.1648,11:09:00,19.6,17,0.821407096,12:18:00,20,0,0.77029361,8.83,2.89,52,51.8,51.8,51.86666667,0.115470054,0.879,0.907,0.935,0.907,0.028,NA,0.159,NA,2.411,Y,0,41,41,2,9.504761905,0.977941242,0.8
SP2,Seedling,Bottom,CT,299,-13.04727778,-71.54241667,07/08/2015,16,1755,18,18.4,19,18.46666667,0.503322,23.7,14,17.1,18.26666667,4.954122862,9,0,11,110,2.039,359.1840293,0.359184029,0.185363636,11:12:00,19.9,18,0.764467593,12:21:00,20.8,0,0.804737976,8.39,3.29,47.5,49.3,47.5,48.1,1.039230485,0.608,0.666,0.709,0.661,0.050685304,0.139,0.126,0.014,4.782,N,NA,NA,NA,NA,NA,NA,0.818181818
SP2,Seedling,Bottom,CT,296,-13.04727778,-71.54219444,07/08/2015,16,1757,18.7,18.8,19,18.83333333,0.152753,39.2,37.2,16.9,31.1,12.33815221,11,2,17,170,3.436,1576.32264,1.57632264,0.202117647,10:59:00,19.3,13,0.779933481,12:03:00,20.3,0,0.7942607,6.32,3.16,44.3,43.2,43.7,43.73333333,0.550757055,0.384,0.37,0.375,0.376333333,0.007094599,0.274,0.239,0.038,13.963,Y,1,57,58,3,12.36450115,1.092176599,0.647058824
SP2,Seedling,Bottom,AV,294,-13.04730556,-71.54241667,08/08/2015,17,1759,18.2,18.6,18.6,18.46666667,0.23094,23.9,43,28.8,31.9,9.92018145,7,0,30,300,2.415,1374.185641,1.374185641,0.0805,11:05:00,19.8,8,0.78345627,12:07:00,21.1,0,0.779904306,5.83,3.4,33.9,35.3,36.9,35.36666667,1.5011107,0.356,0.347,0.397,0.366666667,0.026652079,0.599,0.505,0.104,31.975,N,NA,NA,NA,NA,NA,NA,0.233333333
SP2,Seedling,Bottom,CT,304,-13.04744444,-71.54227778,07/08/2015,16,1760,18,18,17.9,17.96666667,0.057735,26.5,22.2,34.8,27.83333333,6.404946005,8,0,14,140,2.108,488.6063762,0.488606376,0.150571429,12:14:00,19.8,5,0.817806604,13:38:00,21.1,0,0.781456954,6.67,3.18,36.1,35.5,38.4,36.66666667,1.530795,0.572,0.599,0.581,0.584,0.013747727,0.108,0.12,0.014,4.982,Y,5,9,14,4,16.53519573,1.21840934,0.571428571
SP2,Seedling,Bottom,CT,311,-13.04658333,-71.54352778,07/08/2015,16,1763,17.8,18,18.1,17.96666667,0.152753,37.8,49,22.5,36.43333333,13.30275661,15,0,49,490,6.084,14245.06293,14.24506293,0.124163265,12:46:00,19.6,56,0.759389671,13:31:00,20.5,0,0.764571429,14.16,1.92,58.4,57,53.4,56.26666667,2.579405616,0.833,0.82,0.79,0.814333333,0.022052967,3.76,3.824,NA,110.103,Y,6,37,43,2,19.80528846,1.296781172,0.306122449
SP2,Seedling,Bottom,CT,305,-13.04755556,-71.54219444,07/08/2015,16,1766,18.3,18.3,18.3,18.3,0,15.8,19.2,9.4,14.8,4.975942122,5,0,12,120,2.386,536.5522323,0.536552232,0.198833333,12:15:00,20.2,31,0.741222367,13:40:00,20.8,0,0.765002804,9.26,2.93,32.5,31.5,28.7,30.9,1.96977156,0.349,0.375,0.393,0.372333333,0.02212088,0.089,0.095,0.015,5.308,Y,0,48,48,2,22.79189189,1.357780376,0.416666667
SP2,Seedling,Bottom,CT,308,-13.04688889,-71.54322222,07/08/2015,16,1772,18.2,18.8,18.3,18.43333333,0.321455,10.2,47.2,43.6,33.66666667,20.40228745,6,0,20,200,2.569,1036.688034,1.036688034,0.12845,12:39:00,20,10,0.802558398,13:20:00,20.7,0,0.808461978,8.38,3.1,53.9,56.4,56.4,55.56666667,1.443375673,0.594,0.614,0.645,0.617666667,0.025696952,0.28,NA,NA,5.573,N,NA,NA,NA,NA,NA,NA,0.3
SP2,Seedling,Bottom,CR,333,-13.047,-71.54291667,08/08/2015,17,1775,17.9,18,18.2,18.03333333,0.152753,62.9,75.3,29.3,55.83333333,23.80028011,10,0,41,410,3.081,3056.73039,3.05673039,0.075146341,10:47:00,22.1,39,0.6875,13:51:00,19.9,0,0.724174654,6.6,3.5,34.3,33.2,32.6,33.36666667,0.86216781,0.11,0.112,0.097,0.106333333,0.008144528,0.285,0.515,NA,89.026,N,NA,NA,NA,NA,NA,NA,0.243902439
SP2,Seedling,Bottom,CR,332,-13.047,-71.54291667,08/08/2015,17,1775,17.9,18,18.2,18.03333333,0.152753,62.9,75.3,29.3,55.83333333,23.80028011,11,0,27,270,2.673,1515.135811,1.515135811,0.099,10:46:00,22.5,61,0.674692623,13:47:00,20.4,0,0.71895144,6.6,3.5,30.6,29.3,29.4,29.76666667,0.723417814,0.1,0.101,0.083,0.094666667,0.010115994,0.155,0.28,NA,48.768,Y,2,65,67,3,13.87965327,1.142378617,0.407407407
SP2,Seedling,Bottom,CR,331,-13.047,-71.54288889,08/08/2015,17,1775,17.9,18,18.2,18.03333333,0.152753,62.9,75.3,29.3,55.83333333,23.80028011,6,0,14,140,1.498,246.7411268,0.246741127,0.107,10:45:00,23,105,0.652466368,13:47:00,20.2,0,0.712962963,6.6,3.5,26.8,25.4,24.1,25.43333333,1.350308607,0.147,0.202,0.187,0.178666667,0.028431204,0.015,0.028,0.001,8.736,N,NA,NA,NA,NA,NA,NA,0.428571429
SP2,Seedling,Bottom,AV,338,-13.04688889,-71.54327778,08/08/2015,17,1775,17.8,18,18,17.93333333,0.11547,34.4,21.9,37.7,31.33333333,8.33446659,9,0,34,340,1.857,920.8578738,0.920857874,0.054617647,12:17:00,19,6,0.84056338,13:40:00,20.2,0,0.744565217,7.95,3.18,56,55.4,49.1,53.5,3.822302971,0.468,0.487,0.454,0.469666667,0.016563011,0.252,0.322,NA,16.55,Y,0,25,25,5,39.58883332,1.597572703,0.264705882
SP2,Seedling,Bottom,CT,306,-13.04702778,-71.54294444,07/08/2015,16,1776,18.2,18.1,18.1,18.13333333,0.057735,34.4,40.3,17.4,30.7,11.88991169,10,2,60,600,6.795,21758.05418,21.75805418,0.11325,12:37:00,19.6,10,0.761933174,13:15:00,20.7,0,0.767676768,5.89,3.9,47.3,49.6,48.1,48.33333333,1.167618659,0.4,0.386,0.379,0.388333333,0.010692677,3.227,2.128,NA,131.659,Y,0,25,25,2,7.644680851,0.883359359,0.166666667
SP2,Seedling,Bottom,AV,324,-13.04655556,-71.54358333,08/08/2015,17,1778,18.1,18.1,18.9,18.36666667,0.46188,52,83.9,53.8,63.23333333,17.92047246,6,0,6,60,0.738,25.66574384,0.025665744,0.123,11:32:00,20.9,162,0.593023256,13:28:00,18.6,0,0.523631841,15.46,1.96,25.3,26,30.4,27.23333333,2.764657905,0.341,0.324,0.318,0.327666667,0.011930353,0.026,NA,NA,2.297,Y,5,53,58,3,11.75522139,1.070230813,1
SP2,Seedling,Bottom,AV,309,-13.04686111,-71.54327778,08/08/2015,17,1780,18.2,18.5,18.5,18.4,0.173205,19.6,26,23.3,22.96666667,3.21299445,10,0,11,110,1.013,88.65463727,0.088654637,0.092090909,12:42:00,19.6,28,0.747516989,13:25:00,20.5,0,0.408983452,7.35,3.28,36.7,36.1,35.5,36.1,0.6,0.385,0.385,0.377,0.382333333,0.004618802,0.176,NA,0.036,6.222,N,NA,NA,NA,NA,NA,NA,0.909090909
SP2,Seedling,Bottom,CT,307,-13.04688889,-71.54327778,07/08/2015,16,1783,17.4,17.3,17.3,17.33333333,0.057735,16.3,15.3,21.8,17.8,3.5,15,2,50,500,6.638,17303.51692,17.30351692,0.13276,12:41:00,19.8,24,0.756156156,13:22:00,21.5,0,0.775656325,7.95,3.18,49.6,46,44.6,46.73333333,2.579405616,0.397,0.382,0.375,0.384666667,0.01123981,3.099,2.327,NA,140.376,Y,1,26,27,4,20.44794745,1.31064972,0.3
SP2,Seedling,Bottom,AV,336,-13.04658333,-71.54383333,08/08/2015,17,1783,18,18.2,18,18.06666667,0.11547,78.8,57.3,31.8,55.96666667,23.52835169,5,0,7,70,0.792,34.48563955,0.03448564,0.113142857,11:41:00,20.9,54,0.683284457,13:24:00,19.7,0,0.801038961,14.41,2.47,28.3,26.3,21.7,25.43333333,3.384277372,0.301,0.304,0.297,0.300666667,0.003511885,0.048,NA,NA,2.105,Y,1,65,66,3,12.63695139,1.101642315,0.714285714
SP2,Seedling,Bottom,AV,334,-13.04686111,-71.54325,08/08/2015,17,1787,18,18.2,18.3,18.16666667,0.152753,42.3,19.6,36.3,32.73333333,11.76279445,9,0,18,180,1.2,203.575204,0.203575204,0.066666667,11:01:00,20.9,15,0.642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,Y,1,22,23,3,13.87965327,1.142378617,0.5
SP2,Seedling,Bottom,AV,323,-13.04675,-71.54336111,08/08/2015,17,1787,17.9,18.1,17.8,17.93333333,0.152753,48.3,78,51.1,59.13333333,16.39888208,12,0,12,120,0.813,62.29486064,0.062294861,0.06775,11:22:00,20.6,28,0.707360862,14:26:00,20.2,0,0.723245614,10.42,3.21,37.2,39.8,42.7,39.9,2.751363298,0.392,0.385,0.41,0.395666667,0.012897028,0.07,0.064,0.014,4.789,N,NA,NA,NA,NA,NA,NA,1
SP2,Seedling,Bottom,AV,322,-13.04675,-71.54336111,08/08/2015,17,1787,17.9,18.1,17.8,17.93333333,0.152753,48.3,78,51.1,59.13333333,16.39888208,13,0,13,130,1.04,110.433265,0.110433265,0.08,11:19:00,20.9,62,0.838876147,14:24:00,20.2,0,0.743611584,10.42,3.21,40.8,48.2,54.8,47.93333333,7.003808488,0.47,0.422,0.454,0.448666667,0.024440404,NA,0.101,NA,3.084,Y,2,120,122,3,8.681547619,0.938597152,1
